temperature,humidity,co2,feed,age_week,daily_gain,survival_rate
23.06,65.7,1603,0.418,3,0.652,89.35
20.97,67.1,1317,1.305,3,0.829,90.44
19.26,53.1,400,0.905,0,0.82,90.01
17.69,59.7,898,1.045,2,0.981,86.68
19.16,54.3,535,1.051,0,0.876,88.96
24.1,47.8,1047,1.357,4,1.068,89.68
24.4,33.0,583,1.377,4,0.937,86.33
27.55,66.9,1835,1.143,1,0.561,80.61
20.57,52.2,619,0.806,3,0.9,92.82
27.09,59.8,1230,1.491,4,0.937,87.75
21.88,54.1,813,1.29,4,1.057,93.94
19.81,49.3,784,1.171,3,1.005,91.15
18.6,69.9,1401,0.513,5,0.796,87.06
21.37,57.4,1391,1.575,6,1.092,92.49
22.72,41.1,400,1.34,6,1.137,93.2
19.56,54.4,610,0.9,5,0.965,91.67
22.66,52.2,2461,0.639,3,0.661,87.54
18.85,56.1,785,1.31,3,1.075,89.68
20.9,53.2,535,1.279,4,0.996,92.23
23.31,53.2,884,1.46,5,1.036,92.07
26.24,55.1,2014,1.016,2,0.695,83.76
25.59,60.2,1132,0.863,2,0.839,88.09
19.95,73.4,1473,0.91,1,0.806,84.89
19.67,51.5,676,1.387,2,0.98,90.32
28.87,40.1,637,1.65,6,1.114,84.37
21.45,59.1,1094,1.144,1,0.888,92.94
14.55,53.0,1045,1.518,3,0.932,83.72
19.13,60.1,962,1.254,0,0.861,87.51
31.47,58.1,1683,1.029,5,0.843,79.6
23.49,54.7,1178,1.079,4,0.945,91.85
24.18,56.5,1199,1.543,0,0.876,89.76
19.61,57.3,604,0.969,5,1.091,92.41
21.55,37.7,538,1.047,3,0.925,91.51
23.67,58.2,1015,0.784,2,0.869,90.83
20.13,53.8,1009,1.181,5,1.097,91.97
20.85,70.6,1437,1.171,4,0.929,91.11
19.97,36.3,439,1.227,3,1.001,84.3
21.59,47.1,400,1.51,3,1.056,92.23
20.71,49.6,1202,1.305,1,0.949,90.27
25.49,50.7,835,1.05,1,0.87,90.33
18.04,65.8,773,1.276,4,1.003,86.17
23.65,33.8,488,1.217,1,0.877,86.72
23.12,40.6,748,1.533,5,1.068,89.23
16.45,67.8,1569,1.881,5,1.01,80.84
17.91,62.6,1442,1.0,5,0.945,86.82
19.48,60.7,400,0.841,3,0.93,90.99
20.91,43.3,556,1.143,3,0.981,91.99
22.18,61.9,910,1.537,2,1.105,91.66
27.78,61.0,1301,1.12,3,0.864,86.18
23.8,64.1,723,1.307,0,0.892,89.0
21.47,69.5,662,0.697,3,0.834,91.47
26.16,54.7,575,0.681,3,0.883,90.64
18.46,59.3,825,0.923,6,0.97,90.5
23.77,65.3,1745,1.108,3,0.97,88.89
21.11,62.3,758,1.636,2,0.993,90.2
22.64,52.2,752,1.746,3,1.114,93.48
21.09,49.3,773,1.035,1,0.886,92.12
20.73,62.0,1390,1.105,3,0.893,90.79
20.92,51.0,547,0.621,1,0.733,90.47
24.71,48.6,843,1.007,5,1.031,90.56
19.21,60.0,796,1.104,4,0.944,90.78
22.17,62.5,1036,1.649,4,0.993,92.9
16.89,65.4,896,1.078,3,0.948,86.64
15.66,41.4,851,0.767,5,0.94,87.33
17.19,48.9,750,0.972,4,0.905,86.89
21.96,53.0,668,0.747,5,0.977,94.37
26.7,41.0,627,1.018,4,0.927,84.27
21.45,60.3,939,1.081,8,1.091,94.95
20.42,72.2,1932,1.278,0,0.839,85.31
22.09,49.9,831,0.766,4,0.902,96.22
24.95,63.9,1122,0.867,3,0.878,89.61
27.27,51.3,1428,1.08,2,0.715,85.86
23.97,52.3,1142,1.26,4,0.946,91.29
23.67,45.3,595,1.083,3,0.997,90.11
20.43,58.6,1224,1.433,6,1.121,91.94
18.06,47.0,531,1.043,3,0.933,88.52
20.34,53.4,939,0.672,7,1.044,91.83
22.06,65.1,875,1.319,3,1.079,92.33
24.57,50.9,1795,0.657,4,0.809,87.95
22.36,44.8,1606,1.585,0,0.791,90.55
22.53,61.4,1243,1.575,6,1.101,92.19
22.8,76.4,2021,1.08,2,0.637,83.03
25.73,44.2,812,1.041,4,0.935,88.65
21.42,42.7,1072,0.909,7,0.929,92.2
22.91,66.5,1509,1.539,5,0.941,89.37
22.71,65.0,2933,1.037,4,0.556,82.16
21.98,59.9,1001,0.481,2,0.767,92.31
25.0,45.1,1304,1.143,3,0.78,86.79
24.72,59.3,1377,1.448,4,1.009,88.84
17.07,55.5,400,1.254,5,1.065,90.13
24.83,57.4,1649,0.668,2,0.704,86.8
17.76,55.1,1250,1.346,5,0.983,88.87
21.46,45.8,785,1.382,4,1.046,92.7
17.24,60.0,400,1.319,2,0.932,87.34
18.33,66.0,1064,1.156,7,1.047,92.32
23.91,47.2,1079,1.003,5,0.911,90.97
22.84,58.0,581,1.16,3,0.976,91.68
18.93,55.4,869,1.054,0,0.842,88.84
21.18,51.2,853,1.096,2,0.928,91.35
20.65,56.8,1225,1.159,6,1.103,91.6
25.4,66.7,2373,1.636,1,0.8,83.2
23.94,65.2,2115,0.921,4,0.822,84.32
22.23,72.7,749,0.964,0,0.724,88.7
22.43,76.6,1361,1.222,4,0.888,90.46
21.65,58.8,1096,0.856,2,0.832,91.48
24.23,62.1,1961,1.241,4,0.903,87.98
24.25,47.4,714,1.071,0,0.886,87.45
23.22,64.1,884,1.291,2,0.925,90.23
18.95,77.4,758,0.784,3,0.752,84.76
22.81,60.8,2270,0.878,2,0.697,87.41
26.83,60.1,1863,1.0,5,0.797,83.77
24.41,54.8,846,1.171,6,1.075,94.41
18.72,50.0,516,0.923,3,0.906,88.28
24.88,57.1,1164,1.228,4,1.059,91.19
16.95,69.6,611,0.971,3,1.01,87.01
21.77,59.9,1025,1.029,6,0.99,94.01
24.12,56.2,1383,0.915,7,0.995,91.6
18.74,58.8,694,0.98,2,0.946,90.93
19.68,68.4,624,1.429,5,1.042,92.98
20.86,61.1,878,0.786,0,0.739,90.33
23.97,59.2,1220,1.024,2,0.954,89.83
21.02,38.9,639,1.176,3,0.978,89.19
27.31,40.9,771,1.162,4,0.913,84.21
16.3,65.6,817,0.436,2,0.765,86.01
19.57,52.6,439,1.199,7,1.14,92.86
22.8,33.4,709,0.963,1,0.801,85.75
23.06,62.6,864,0.667,0,0.699,90.76
20.0,55.2,647,0.879,4,0.92,92.6
23.39,55.8,1370,0.917,1,0.861,89.44
20.43,50.6,400,0.927,5,1.009,91.86
24.4,58.1,1180,1.571,2,0.992,89.97
19.11,68.3,957,0.916,4,0.987,90.75
20.68,48.0,519,1.161,4,0.995,92.11
26.55,48.4,965,1.564,6,1.132,89.73
22.43,39.5,510,0.743,3,0.846,89.57
20.47,71.8,609,0.824,3,0.947,88.55
23.56,30.0,400,0.96,6,0.992,89.7
27.66,46.3,1054,0.895,4,0.813,84.19
26.59,63.3,1420,0.947,3,0.746,85.97
26.14,47.7,521,1.043,2,0.871,88.29
16.54,61.8,854,1.598,1,0.914,85.99
24.19,62.5,1465,0.855,1,0.687,87.9
22.29,55.6,750,1.496,3,1.076,93.8
16.32,57.6,770,1.129,4,0.928,87.25
26.48,40.5,793,1.564,0,0.856,83.51
21.84,67.0,1769,1.325,5,0.936,89.23
18.88,70.9,619,0.8,3,0.828,89.47
20.52,58.2,1019,1.613,5,1.109,93.24
20.14,63.1,672,1.388,3,1.099,90.2
23.2,36.8,400,0.628,6,0.924,89.92
18.56,65.0,671,1.031,3,1.023,87.94
26.93,56.6,1500,1.55,2,0.874,85.37
25.21,61.1,1758,1.11,2,0.872,86.44
19.39,49.4,478,1.163,3,0.962,91.08
23.29,58.6,702,0.823,2,0.843,93.46
19.67,48.4,1297,0.567,6,0.973,89.23
22.87,63.8,1566,1.318,7,0.995,91.64
18.75,56.2,533,0.571,1,0.683,90.02
27.62,48.6,2495,1.74,8,0.906,82.54
27.72,73.1,2103,1.312,4,0.348,78.09
22.0,56.4,1232,0.958,0,0.752,91.82
23.09,47.4,672,1.05,2,0.874,93.02
25.33,50.6,1619,1.173,3,0.892,87.47
22.47,42.1,832,1.301,5,0.933,90.98
17.94,43.7,451,1.417,4,1.107,87.7
19.68,42.9,472,0.807,5,0.828,88.74
25.04,42.3,1164,1.272,1,0.872,86.62
21.75,58.5,1005,0.603,3,0.806,93.46
23.91,68.7,1025,1.028,2,0.892,87.54
22.87,55.2,1207,0.772,3,0.858,88.92
19.77,55.5,1496,0.637,2,0.809,89.48
18.18,59.7,1129,1.104,3,0.917,87.78
25.99,54.9,1609,1.354,0,0.797,85.15
21.77,44.8,534,1.503,3,1.064,91.11
27.68,36.6,623,1.342,3,0.95,84.96
22.92,53.1,877,1.017,3,0.97,92.47
23.92,69.0,1233,1.068,2,0.85,89.13
26.41,58.0,623,0.621,1,0.747,88.87
22.69,54.1,1129,1.047,6,1.007,93.4
24.32,53.8,1595,0.624,2,0.758,87.98
22.41,60.5,533,1.073,4,1.069,93.16
23.43,65.3,1606,1.132,4,0.876,88.28
21.4,56.9,1212,1.076,4,0.931,90.73
24.88,59.5,1905,1.829,5,1.006,89.92
20.62,61.1,1097,1.281,6,1.082,92.68
16.95,73.9,1835,1.252,4,0.638,81.02
21.28,55.7,1132,1.271,5,1.029,91.44
23.88,62.1,1576,0.84,4,0.889,88.51
27.58,50.1,2126,0.864,3,0.647,81.81
20.08,70.0,1949,1.084,5,0.86,86.11
26.95,50.6,1219,1.363,2,1.005,83.71
22.33,75.5,1113,1.445,4,0.982,88.53
21.51,57.6,1780,1.245,5,0.841,90.36
26.8,48.2,738,1.673,4,0.963,87.74
24.68,45.4,1047,0.768,3,0.826,88.55
20.06,48.1,618,0.4,0,0.658,89.53
24.35,56.4,720,1.313,2,0.992,92.15
24.17,52.1,873,1.094,8,1.094,92.8
19.72,59.1,1120,0.791,0,0.818,88.05
20.2,63.9,824,1.047,5,0.934,89.45
19.58,56.2,438,1.187,4,1.008,91.3
24.39,41.9,771,0.704,2,0.815,86.93
26.45,48.2,637,0.949,0,0.796,87.76
18.11,64.7,477,1.198,3,0.968,87.87
20.41,58.5,603,1.354,2,0.902,92.09
20.84,51.1,1006,1.221,0,0.888,91.88
22.76,37.5,601,1.013,2,0.854,88.28
23.5,60.7,826,0.914,3,0.948,91.11
17.37,54.2,1083,0.572,2,0.789,89.22
20.22,75.9,958,1.025,1,0.793,87.4
22.03,57.6,675,1.415,4,1.086,94.47
24.56,49.7,1064,1.047,6,1.074,91.92
22.35,54.8,771,0.957,3,0.975,94.49
24.46,46.3,950,1.151,4,0.991,90.41
16.88,50.3,400,1.04,1,0.949,88.09
20.51,44.7,576,0.712,4,0.847,90.83
23.44,55.3,889,0.522,1,0.703,92.2
19.72,59.3,1057,1.175,6,1.047,91.32
20.3,50.5,1095,1.095,3,0.918,91.7
27.54,56.0,1242,0.977,5,0.722,86.6
22.62,54.7,1209,1.359,4,0.989,91.13
24.65,57.2,1386,0.92,6,0.968,91.05
18.3,61.1,471,1.063,2,0.917,87.63
22.41,58.0,679,1.121,6,1.029,93.46
18.06,50.0,871,1.039,3,0.944,89.92
25.07,44.8,752,0.917,2,0.872,89.39
26.02,35.2,519,0.686,5,0.874,86.08
20.16,53.4,416,1.012,5,0.977,90.21
22.76,53.3,506,1.027,3,0.982,93.46
19.02,63.8,1214,0.928,4,0.829,89.27
21.67,66.4,2361,0.791,4,0.686,87.8
25.91,42.3,745,0.936,3,0.955,87.95
20.93,54.0,1130,0.51,0,0.649,90.64
24.01,58.7,738,1.321,6,1.084,92.13
21.85,45.4,1040,1.558,2,0.932,89.98
22.12,65.5,1152,0.625,3,0.732,90.2
19.06,45.1,400,1.396,2,0.996,88.93
23.0,59.8,1120,1.218,4,1.024,92.1
22.41,47.3,580,1.055,3,0.942,92.93
23.29,64.6,1339,0.911,0,0.728,86.28
19.69,43.9,474,1.106,3,0.881,87.66
27.57,55.0,2724,1.361,5,0.752,81.75
20.92,45.5,591,1.05,2,0.832,89.69
19.0,61.5,565,0.646,0,0.784,88.55
21.3,46.0,665,1.235,4,1.05,90.74
20.02,44.0,515,1.231,5,1.032,91.89
23.06,65.8,2283,0.992,6,0.877,85.78
21.22,65.5,1360,0.538,0,0.697,90.62
18.34,40.8,753,1.595,3,1.038,87.97
24.56,67.2,1456,1.173,3,0.963,85.39
23.61,62.1,1367,1.27,3,0.884,91.84
17.22,67.7,505,1.287,5,0.982,87.56
18.58,52.0,1513,0.991,1,0.783,87.07
24.4,45.5,427,1.273,1,0.96,88.8
22.96,46.3,1071,1.123,0,0.768,90.11
23.15,51.2,1557,1.199,5,1.048,91.29
19.87,49.1,691,0.942,5,1.005,90.75
21.54,43.5,514,1.344,3,1.087,91.17
21.34,65.8,742,0.485,0,0.684,90.24
22.73,52.0,493,1.418,4,1.053,93.66
23.17,58.1,629,1.234,5,1.085,93.58
25.42,59.1,1491,0.642,2,0.79,87.33
19.13,69.8,1500,0.825,3,0.718,85.06
22.75,63.1,581,0.511,2,0.677,90.77
14.41,62.9,779,1.388,2,0.779,82.34
22.48,60.9,663,1.416,4,1.079,93.39
20.18,57.9,796,1.32,3,1.082,91.13
22.68,48.4,583,1.146,1,0.855,91.17
24.4,58.7,849,1.22,2,0.949,90.61
17.19,53.2,616,1.184,4,0.977,88.95
24.72,43.2,754,1.58,0,1.049,87.64
20.64,45.8,641,0.919,4,1.037,90.36
22.77,41.7,592,1.065,4,0.975,91.42
29.3,55.7,1019,1.186,3,0.868,85.17
20.44,60.9,400,1.296,2,1.015,90.84
21.67,69.5,712,1.25,5,0.931,93.32
22.51,38.9,1157,0.963,2,0.864,89.86
21.07,52.1,508,1.14,2,0.904,91.73
24.01,58.3,2040,1.056,1,0.76,86.33
17.59,79.9,1364,0.928,6,0.922,87.42
26.07,38.5,656,1.059,1,0.816,85.19
21.71,62.1,597,1.229,5,1.093,93.29
23.2,53.3,733,1.363,1,1.023,92.26
22.73,54.6,1443,0.921,2,0.739,91.26
18.27,62.3,681,0.83,1,0.726,87.48
23.61,43.0,546,1.352,3,1.058,89.19
24.87,49.1,980,1.161,6,1.102,90.78
25.92,62.9,1071,0.9,4,0.866,88.9
26.13,62.8,1385,1.401,5,0.989,88.99
22.45,56.5,990,0.878,1,0.869,91.0
19.9,41.3,638,1.003,4,0.982,91.64
25.78,64.7,2392,0.947,0,0.577,81.15
24.79,66.1,2419,1.305,0,0.8,84.11
23.1,59.5,1698,1.539,5,1.019,89.22
20.24,46.5,836,0.801,6,0.974,90.2
16.89,64.8,861,1.006,1,0.824,84.24
15.81,55.0,486,1.353,2,0.893,86.66
23.36,41.4,920,0.4,6,0.793,91.76
21.58,30.0,405,0.738,1,0.889,87.99
20.91,49.5,553,0.731,4,0.864,92.09
25.6,49.5,1032,0.793,3,0.859,89.8
22.69,52.3,1043,1.185,1,0.927,91.6
25.58,50.0,1981,1.23,7,0.976,87.47
25.53,54.3,856,0.946,4,0.961,93.34
22.43,48.9,1137,1.082,5,0.998,92.48
19.07,67.1,1118,1.457,5,0.989,87.64
21.75,53.6,1701,0.982,4,0.904,91.82
20.86,37.9,400,1.152,5,0.958,91.31
23.23,65.1,1370,0.922,4,0.965,90.0
22.51,49.0,998,1.1,2,0.93,91.85
21.47,69.1,1911,1.187,3,0.769,89.93
17.7,75.2,1453,1.332,0,0.795,84.96
22.12,53.7,1148,0.954,2,0.822,92.42
23.86,46.0,694,1.153,6,1.064,90.92
24.43,63.4,1271,1.607,0,0.901,87.88
28.07,70.8,2170,1.484,3,0.48,78.44
21.37,49.6,766,1.235,4,0.993,93.55
27.96,51.0,710,1.669,1,1.037,86.54
20.32,59.0,1015,0.661,1,0.778,92.74
17.56,64.7,1252,0.703,4,0.784,88.48
24.79,46.3,435,0.811,1,0.79,87.54
26.63,50.0,765,1.198,1,0.895,86.8
23.54,44.2,596,1.199,7,1.056,89.93
28.59,39.4,840,1.286,5,0.823,81.01
15.51,61.3,540,0.476,0,0.635,84.73
20.3,57.0,1221,1.177,5,1.0,90.42
22.08,48.1,742,1.282,5,1.045,94.99
21.56,46.4,845,1.197,6,1.019,94.33
19.96,50.2,957,0.923,2,0.859,90.17
25.76,38.6,1876,0.877,4,0.724,83.16
21.67,57.9,840,1.364,3,1.002,94.48
20.28,74.0,1153,0.953,0,0.739,89.45
27.6,45.0,2399,1.226,3,0.903,78.94
22.51,76.0,597,1.283,3,1.009,87.6
21.36,57.0,808,1.158,3,1.057,92.86
18.06,62.0,1030,0.906,6,0.945,89.66
26.01,59.8,1775,1.171,5,1.008,85.87
26.71,58.9,1073,1.174,4,0.938,88.54
24.51,52.2,816,1.598,2,1.078,92.05
19.18,44.5,426,1.401,6,1.13,88.72
21.78,60.0,969,0.765,7,0.97,93.93
26.12,55.0,860,1.1,2,0.922,87.93
22.29,57.8,849,0.689,7,0.997,94.24
22.71,58.8,864,0.668,2,0.748,92.01
21.03,62.7,1373,1.332,5,1.003,89.86
27.41,54.3,1950,1.301,0,0.784,84.05
21.54,47.0,821,0.825,4,0.925,92.63
24.94,64.2,2418,0.659,0,0.611,83.13
30.78,57.5,1865,1.233,3,0.631,80.08
16.2,52.4,553,0.802,2,0.818,86.68
29.68,46.2,1431,1.235,4,0.78,81.91
20.57,68.3,1238,0.748,2,0.741,88.02
21.48,53.3,1023,1.267,4,0.985,93.64
23.02,55.0,425,1.371,4,1.099,91.94
19.05,60.2,1038,1.419,4,1.065,90.1
22.96,63.4,999,1.272,2,0.95,89.77
25.33,36.6,1095,1.066,5,1.056,86.45
19.66,57.8,828,1.208,1,0.948,88.99
23.91,35.5,553,0.594,4,0.884,88.09
23.2,58.4,1824,1.017,4,0.887,89.71
22.2,54.0,1473,1.697,3,0.99,92.28
24.5,56.0,1233,1.206,2,0.869,88.5
14.0,78.8,518,0.989,2,0.695,81.13
19.65,59.3,817,0.874,3,0.8,91.68
21.9,64.1,635,0.914,4,0.937,92.16
20.08,47.9,552,1.024,3,0.951,90.66
21.37,45.6,971,1.436,0,0.913,87.94
17.34,68.6,1536,0.442,4,0.679,83.02
26.91,42.6,1821,1.043,4,0.691,83.97
19.84,66.5,1323,1.616,7,1.184,91.01
21.97,85.0,2632,1.362,1,0.602,79.66
17.41,44.8,400,1.418,5,1.018,90.81
20.16,55.2,723,1.316,2,1.011,91.98
23.05,57.0,726,1.603,3,1.075,91.61
19.02,65.7,916,1.223,1,0.871,89.46
24.44,74.0,935,1.33,2,0.863,85.1
30.07,60.3,1914,0.862,1,0.546,80.54
24.24,39.9,477,1.09,3,0.996,87.56
23.14,49.8,1254,0.828,4,0.903,89.69
22.64,60.3,1627,0.98,2,0.819,90.63
16.93,39.7,448,0.942,1,0.842,84.41
19.39,71.9,1441,0.748,2,0.713,88.7
23.22,47.9,630,0.998,5,1.009,91.33
25.54,44.9,1132,1.099,1,0.841,84.74
21.11,43.5,1066,1.486,3,1.041,89.76
20.05,66.8,1562,0.776,2,0.708,91.42
21.82,47.7,899,0.856,2,0.804,92.93
21.7,40.8,400,1.338,2,1.006,91.3
28.4,68.8,1481,1.939,6,0.878,84.74
20.06,31.6,664,0.981,4,0.819,87.01
21.31,44.5,600,1.263,3,0.992,94.2
20.92,41.2,670,0.7,4,0.836,91.2
19.8,54.0,1734,0.948,2,0.851,88.7
23.76,36.3,1153,1.326,4,0.977,89.57
14.0,60.9,400,1.338,6,1.168,83.87
23.16,42.4,1362,0.968,6,0.917,88.76
22.8,59.2,863,1.55,5,1.184,93.07
26.33,53.1,1146,1.327,6,1.113,90.51
25.05,53.8,534,1.4,1,1.0,88.76
22.11,53.8,516,1.225,7,1.118,95.39
21.06,63.2,2414,1.345,2,0.822,85.48
22.71,59.1,1759,1.466,0,0.871,86.46
19.43,56.5,527,0.4,0,0.745,89.47
21.99,49.9,560,1.105,4,0.961,94.01
20.59,69.5,1094,0.881,0,0.724,85.68
21.36,66.3,777,1.324,3,0.968,92.9
27.98,53.8,1013,1.402,5,0.88,88.37
20.81,44.7,841,1.055,0,0.88,90.0
22.76,48.2,469,0.999,5,1.038,92.81
25.62,61.1,1431,1.346,3,0.896,85.79
18.68,49.0,510,1.454,6,1.182,90.0
18.76,58.2,658,1.029,2,0.854,89.88
26.22,51.3,1215,1.205,1,0.848,86.18
22.33,65.0,1943,0.786,0,0.644,87.29
22.19,65.6,1273,1.341,1,0.89,88.57
20.28,35.2,525,0.4,5,0.796,89.8
26.66,52.5,663,1.283,7,1.069,90.69
23.43,65.3,998,0.909,3,0.845,88.27
16.22,81.7,1054,1.384,2,0.787,81.71
17.37,72.7,594,1.227,4,1.023,83.55
22.22,47.2,747,0.793,4,0.882,91.08
23.71,53.4,790,1.747,1,1.109,90.7
17.37,58.1,630,1.378,5,1.049,91.69
22.09,59.8,1189,1.736,4,1.079,93.3
19.96,58.6,400,1.112,5,1.051,93.14
23.81,56.4,1337,1.447,6,1.074,92.24
23.34,50.8,400,1.42,4,1.13,92.45
22.46,48.0,1177,0.989,3,0.918,92.27
21.83,59.5,624,1.297,2,0.976,92.2
19.94,65.3,648,1.388,4,1.105,90.8
17.06,72.3,999,1.216,5,0.861,87.73
26.5,53.2,1495,1.255,2,0.82,87.31
17.25,61.0,1233,1.215,1,0.89,87.2
25.29,49.3,456,1.449,2,1.043,89.19
27.34,61.7,1343,1.337,8,1.024,89.84
25.0,54.8,3000,1.136,4,0.775,83.55
19.19,41.1,515,1.022,4,0.927,91.27
17.74,64.9,591,1.274,5,1.088,88.97
20.81,46.7,1280,1.289,4,0.993,89.85
26.41,52.1,909,0.859,2,0.774,87.15
24.32,66.5,1317,1.535,3,0.92,86.74
19.66,44.3,519,0.657,6,0.995,89.67
23.32,53.0,1827,0.702,2,0.693,88.59
28.0,48.6,3000,1.355,6,0.811,77.48
26.0,51.7,922,1.112,1,0.923,89.51
21.8,55.1,1694,1.251,8,1.092,93.31
15.52,48.6,449,1.434,3,0.931,85.87
17.6,56.3,433,0.65,6,0.889,89.32
20.95,57.6,848,1.023,1,0.957,91.1
21.07,59.0,1564,1.365,1,0.841,86.71
24.97,57.1,903,1.21,4,0.989,92.27
22.14,59.5,712,1.72,0,1.001,90.79
23.73,57.1,1345,0.914,5,0.913,89.71
21.68,43.8,471,1.102,0,0.879,91.93
27.4,60.7,2896,1.68,3,0.649,80.92
19.39,31.2,415,1.498,2,0.945,86.38
21.37,50.2,909,1.448,1,1.009,92.0
17.96,72.8,1258,1.031,6,0.963,87.81
17.9,67.4,836,1.275,0,0.836,86.14
21.22,62.8,963,1.493,6,1.071,91.16
19.12,65.4,615,1.132,4,0.982,90.18
19.49,64.7,750,0.94,4,0.862,90.36
19.49,48.5,1000,1.059,0,0.897,89.71
24.57,48.9,561,0.4,4,0.822,89.5
19.42,45.1,802,1.256,2,0.921,88.24
24.74,72.6,2514,1.542,4,0.758,83.28
20.67,55.6,983,0.707,1,0.761,90.7
17.72,60.8,774,0.872,4,0.858,86.66
18.87,50.9,908,1.306,2,0.996,89.68
22.7,46.9,753,1.122,4,0.952,93.05
22.95,56.9,659,1.249,4,1.048,93.08
24.07,46.3,1249,0.691,2,0.801,89.21
21.17,43.5,615,1.112,0,0.9,90.22
20.82,39.1,1344,1.057,3,0.872,88.17
22.7,60.3,1511,0.655,5,0.899,91.19
25.74,51.2,1034,0.4,0,0.715,89.01
23.56,65.3,1601,1.13,7,0.997,88.15
25.02,48.7,2256,0.762,0,0.659,84.83
20.74,48.7,639,1.299,3,0.986,90.54
21.98,55.6,400,0.684,2,0.791,93.02
19.47,54.9,1291,1.025,0,0.868,90.04
19.62,73.5,1938,1.299,0,0.779,80.57
22.92,57.9,1022,0.955,2,0.906,91.55
20.08,45.5,1114,1.28,3,0.93,92.14
23.06,57.9,2492,1.353,5,1.024,89.27
22.11,50.7,1418,1.259,2,0.902,90.21
23.36,62.0,506,0.901,3,0.868,90.79
16.23,42.7,436,1.123,4,0.886,85.57
26.75,51.8,1017,0.769,2,0.848,88.99
24.12,60.5,1274,1.309,6,1.003,89.6
22.23,68.1,883,1.143,2,0.846,89.54
24.38,43.2,751,0.539,3,0.943,90.01
25.74,60.7,1759,1.41,5,1.029,84.46
23.84,60.0,873,1.094,3,0.926,90.4
20.99,40.7,402,1.113,5,0.933,90.92
22.03,81.7,1044,1.351,6,0.822,89.44
25.2,58.7,1801,1.16,6,0.968,86.26
25.85,43.5,1068,0.644,5,0.87,88.35
22.67,67.5,1140,0.612,7,0.975,92.49
22.39,45.0,1187,1.652,3,0.912,89.96
21.7,57.6,606,0.916,6,0.956,95.89
21.6,47.2,638,1.387,0,0.93,91.32
22.76,78.2,3000,1.346,6,1.066,79.95
25.92,50.5,1538,1.651,1,0.955,87.98
23.73,57.1,1094,1.134,3,0.961,90.72
22.95,65.0,1387,1.094,1,0.743,88.89
20.58,58.7,669,1.385,4,0.981,91.91
25.43,46.0,700,1.456,4,1.055,89.66
21.39,62.3,1272,0.741,5,0.869,91.02
20.77,72.5,689,1.265,3,0.914,88.7
16.07,66.3,400,1.005,5,0.883,86.0
20.41,47.6,955,0.965,2,0.842,89.88
25.82,40.5,748,1.355,1,0.846,87.71
27.33,48.5,1598,1.391,3,0.958,82.71
20.56,55.8,1087,0.783,0,0.728,90.58
26.45,44.2,1140,1.052,3,0.828,86.42
26.29,50.6,969,1.064,2,0.862,87.83
19.99,51.8,1395,1.249,3,0.977,90.66
24.94,37.2,1333,1.433,8,1.037,85.48
25.03,56.7,1868,0.945,2,0.843,87.46
21.81,68.4,823,0.878,3,0.824,89.67
24.15,46.4,1146,1.49,6,1.095,89.88
23.06,53.2,1814,1.089,5,1.011,88.6
27.87,58.2,974,0.838,2,0.699,86.04
24.13,57.5,2529,1.238,3,0.874,84.75
18.6,69.3,929,0.666,2,0.819,89.41
19.01,53.4,714,0.786,2,0.869,90.38
19.77,49.9,479,0.92,1,0.855,90.28
23.76,55.5,1614,1.668,5,1.164,89.17
23.35,61.0,1319,1.151,3,0.919,90.85
18.93,65.7,881,1.531,5,1.095,91.42
20.12,68.6,400,1.734,1,0.945,89.76
23.49,57.9,1613,1.02,0,0.782,86.76
21.02,53.7,400,1.122,1,0.949,91.69
23.95,51.0,2014,1.009,4,0.835,87.9
21.36,39.8,601,1.256,4,0.877,90.14
21.12,41.6,845,1.15,5,1.027,94.38
21.18,39.4,780,1.017,6,0.932,90.76
22.09,54.5,1051,0.917,1,0.867,92.63
21.71,46.3,688,1.638,6,1.147,92.76
22.92,69.3,912,1.916,3,1.076,90.62
28.01,69.3,907,1.694,3,0.666,87.11
20.3,61.5,616,1.265,1,0.914,90.33
22.53,67.5,1364,1.046,4,0.859,89.57
17.78,50.4,526,1.264,4,0.969,88.16
23.61,53.4,722,1.565,2,1.083,92.69
23.26,52.9,1168,0.922,5,0.87,92.11
26.13,61.2,1420,1.049,8,1.047,88.36
19.03,66.0,1024,1.082,3,0.925,85.35
20.47,60.4,1012,1.889,6,1.142,92.12
23.55,59.3,2183,0.827,2,0.749,86.18
16.28,65.2,1018,0.759,5,0.854,83.78
19.84,53.5,791,1.535,2,1.021,91.92
22.87,61.8,1345,1.31,5,1.028,90.51
20.34,72.7,1071,1.078,6,0.996,92.57
20.11,59.7,655,1.848,8,1.194,94.34
21.67,60.3,973,1.014,3,0.939,91.87
21.88,40.4,752,1.024,4,0.795,93.23
21.77,51.7,1163,1.23,6,0.964,95.12
23.48,51.8,1188,0.514,6,0.895,91.59
22.82,75.5,1000,0.874,3,0.765,87.01
23.09,57.4,1087,0.936,0,0.767,88.67
22.85,41.9,442,0.964,4,0.926,91.48
27.96,59.5,2535,1.372,4,0.756,79.58
29.52,35.9,899,1.03,5,0.706,83.72
19.06,64.8,1104,1.333,5,0.935,88.39
26.61,50.7,1391,0.92,1,0.636,84.76
27.29,42.7,1311,1.27,6,0.987,84.78
